MCTS,2,Random,7,MCTS,10,Random,5,,,56,1,5,3,7,17,22,11,2,2,4,15,4,1,1,0,2,8,64,94,28,41,10.087719298245615,194.90314136125656,14.596858638743456
MCTS,1,MCTS,10,Random,2,Random,2,,,34,,,1,7,17,7,14,0,2,2,11,2,0,1,0,2,5,39,56,14,5,9.558823529411764,154.025,12.04
