Random,2,MCTS,2,Random,10,Random,3,,,42,2,6,2,6,18,22,18,0,0,2,2,0,0,0,0,0,0,58,79,26,0,9.738095238095237,149.5,15.886524822695035
Random,1,Random,10,Random,4,MCTS,6,,,54,,,1,8,16,12,23,0,3,0,10,0,0,0,0,0,0,65,97,21,31,10.24074074074074,132.23140495867767,16.046831955922865
