Winner Type,Winner Num,First Player Type,First Player VP,Second Player Type,Second Player VP,Third Player Type,Third Player VP,Fourth Player Type,Fourth Player VP,Number Rounds,Largest Army Player,Largest Army Size,Longest Road Player,Longest Road Size,Num Initial Dots Player 1,Num Initial Dots Player 2,Num Initial Dots Player 3,Num Initial Dots Player 4,MCTS Num Ports,MCTS Num Cities,MCTS Num Settlements,MCTS Num Roads,MCTS Num Knights Played,MCTS Num YOP Played,MCTS Num Monopoly Played,MCTS Num Road Builder Played,MCTS Num VP Dev Cards,MCTS Num Devs Bought,MCTS Total Trades Accepted,MCTS Total Trades Proposed,MCTS Trades Proposed Successfully,Total Trades with Bank,Average Move per Turn,Average Number of Moves Considered by MCTS Algorithm,Average Number of Cycles Run by MCTS Algorithm per Decided Move
Random,4,Random,6,Random,6,Random,7,Random,10,66,4,7,2,8,16,14,13,22
Random,1,Random,10,Random,7,Random,4,Random,3,60,1,4,3,9,16,21,16,14
Random,1,Random,10,Random,4,Random,7,Random,5,89,1,4,1,8,13,7,11,10
Random,3,Random,8,Random,6,Random,10,Random,2,100,3,4,1,12,7,7,13,5
Random,3,Random,3,Random,4,Random,10,Random,4,64,4,4,2,12,14,8,15,10
Random,2,Random,4,Random,10,Random,9,Random,3,81,3,5,2,10,7,18,13,11
Random,3,Random,5,Random,2,Random,10,Random,5,59,3,3,4,7,15,13,19,8
Random,4,Random,6,Random,7,Random,2,Random,10,83,1,5,2,7,16,15,3,17
Random,1,Random,11,Random,7,Random,2,Random,3,97,1,3,1,9,16,14,6,1
Random,1,Random,10,Random,6,Random,2,Random,5,56,2,3,1,6,16,9,10,12
Random,4,Random,5,Random,2,Random,2,Random,10,66,4,5,1,9,7,6,12,12
Random,2,Random,3,Random,10,Random,3,Random,6,38,2,4,2,6,16,21,11,19
Random,3,Random,8,Random,7,Random,10,Random,2,57,3,6,3,9,17,19,14,3
Random,4,Random,8,Random,8,Random,2,Random,10,90,2,6,4,8,16,11,11,12
Random,4,Random,7,Random,3,Random,9,Random,11,67,4,5,3,8,17,6,15,18
Random,3,Random,6,Random,5,Random,10,Random,6,71,1,5,2,10,10,11,18,16
Random,4,Random,4,Random,3,Random,5,Random,10,67,4,4,3,10,14,7,11,18
Random,4,Random,7,Random,7,Random,8,Random,10,124,1,6,2,14,13,14,12,13
Random,1,Random,11,Random,2,Random,3,Random,6,54,1,4,4,9,19,5,11,16
Random,3,Random,4,Random,2,Random,10,Random,6,68,3,5,4,9,11,2,17,12
Random,3,Random,4,Random,7,Random,10,Random,4,86,3,6,2,7,8,5,15,7
Random,3,Random,7,Random,3,Random,10,Random,2,67,3,4,3,11,15,11,16,5
Random,3,Random,3,Random,5,Random,10,Random,9,72,2,4,3,7,7,11,16,13
Random,1,Random,10,Random,6,Random,6,Random,7,83,1,5,2,9,11,8,8,13
Random,1,Random,10,Random,7,Random,8,Random,7,86,2,7,1,9,14,12,11,16
Random,1,Random,10,Random,4,Random,6,Random,8,78,1,6,4,11,16,15,6,22
Random,3,Random,4,Random,8,Random,10,Random,6,74,2,6,3,9,12,18,14,13
Random,1,Random,10,Random,2,Random,4,Random,8,49,1,4,3,8,21,10,7,14
Random,2,Random,2,Random,10,Random,4,Random,5,55,4,3,2,8,4,12,15,14
Random,4,Random,8,Random,6,Random,2,Random,10,96,1,7,4,8,16,5,5,18
Random,3,Random,3,Random,8,Random,10,Random,4,89,2,6,3,9,7,14,6,14
Random,2,Random,2,Random,10,Random,2,Random,3,55,2,4,2,9,15,14,13,15
Random,2,Random,2,Random,10,Random,3,Random,5,78,2,4,2,7,6,12,10,10
Random,3,Random,3,Random,5,Random,10,Random,5,47,3,3,3,13,10,13,13,21
Random,2,Random,2,Random,10,Random,4,Random,7,64,4,7,2,11,15,14,8,15
Random,1,Random,10,Random,6,Random,5,Random,4,59,1,3,2,11,8,14,15,17
Random,4,Random,4,Random,3,Random,2,Random,10,55,1,4,4,11,16,13,9,17
Random,3,Random,7,Random,7,Random,10,Random,9,96,3,5,3,13,10,9,18,18
Random,2,Random,4,Random,10,Random,2,Random,4,43,,,2,12,16,16,9,10
Random,4,Random,2,Random,2,Random,3,Random,10,36,,,4,7,8,4,13,15
Random,4,Random,8,Random,5,Random,5,Random,10,83,4,5,4,8,16,11,6,15
Random,3,Random,4,Random,9,Random,10,Random,7,113,4,8,2,11,6,8,11,13
Random,4,Random,3,Random,7,Random,2,Random,10,88,4,4,4,11,7,16,4,12
Random,3,Random,7,Random,5,Random,10,Random,6,71,3,4,1,11,11,11,15,12
Random,3,Random,6,Random,8,Random,10,Random,7,90,4,8,2,10,11,10,11,16
Random,1,Random,10,Random,3,Random,2,Random,4,54,1,5,1,8,18,10,12,19
Random,3,Random,7,Random,6,Random,10,Random,8,113,3,6,1,11,13,13,11,15
Random,4,Random,2,Random,3,Random,4,Random,10,54,4,4,4,6,4,14,13,17
Random,2,Random,9,Random,10,Random,7,Random,7,98,1,7,2,7,14,17,16,11
Random,3,Random,4,Random,3,Random,10,Random,5,64,3,4,3,13,10,11,14,11
Random,2,Random,3,Random,10,Random,8,Random,8,85,2,4,3,8,11,16,11,18
Random,2,Random,4,Random,11,Random,2,Random,7,85,2,4,4,11,13,15,7,11
Random,1,Random,10,Random,2,Random,2,Random,2,41,1,4,1,8,15,11,18,12
Random,2,Random,3,Random,11,Random,2,Random,2,46,2,4,2,8,7,16,11,8
Random,2,Random,2,Random,10,Random,2,Random,2,32,,,2,9,5,22,10,13
Random,1,Random,11,Random,6,Random,3,Random,6,88,1,7,4,10,20,12,12,10
Random,1,Random,10,Random,3,Random,8,Random,3,73,1,5,3,11,15,11,11,14
Random,2,Random,2,Random,10,Random,6,Random,6,45,3,3,4,8,15,16,12,15
Random,1,Random,10,Random,4,Random,3,Random,2,54,1,3,2,7,19,8,3,10
Random,1,Random,10,Random,8,Random,5,Random,3,66,2,4,1,11,22,18,13,12
Random,3,Random,2,Random,4,Random,10,Random,2,47,2,3,3,9,9,13,14,5
Random,4,Random,5,Random,7,Random,7,Random,10,109,4,7,2,12,9,8,19,10
Random,2,Random,2,Random,10,Random,7,Random,5,60,3,3,2,11,11,19,19,10
Random,2,Random,4,Random,11,Random,6,Random,5,76,2,6,2,9,15,10,5,15
Random,2,Random,4,Random,10,Random,7,Random,6,49,4,9,3,10,12,10,13,19
Random,1,Random,10,Random,4,Random,3,Random,4,70,1,4,4,11,17,10,5,7
Random,4,Random,5,Random,7,Random,5,Random,10,117,1,5,4,8,12,13,12,10
Random,3,Random,3,Random,2,Random,10,Random,2,38,,,3,9,12,10,20,4
Random,2,Random,6,Random,10,Random,8,Random,6,154,3,4,4,8,5,13,9,7
Random,2,Random,3,Random,11,Random,7,Random,4,46,3,6,2,8,11,14,16,18
Random,2,Random,3,Random,10,Random,9,Random,2,57,2,6,3,11,9,20,13,5
Random,4,Random,2,Random,2,Random,3,Random,10,38,4,3,4,7,14,8,13,23
Random,4,Random,6,Random,5,Random,5,Random,10,93,1,5,4,10,5,4,13,15
Random,3,Random,7,Random,3,Random,10,Random,3,59,3,6,1,5,13,9,15,7
Random,4,Random,8,Random,7,Random,3,Random,10,67,1,6,2,11,10,14,11,13
Random,3,Random,2,Random,4,Random,10,Random,3,48,3,4,2,8,5,10,19,7
Random,2,Random,3,Random,10,Random,7,Random,7,123,2,6,3,9,12,13,14,15
Random,2,Random,6,Random,10,Random,2,Random,4,43,2,3,1,7,22,15,10,15
Random,3,Random,3,Random,7,Random,10,Random,7,88,4,5,3,11,7,15,14,12
Random,4,Random,3,Random,6,Random,7,Random,10,70,3,5,3,6,9,14,13,18
Random,2,Random,8,Random,10,Random,9,Random,8,94,3,9,2,9,10,10,26,15
Random,1,Random,10,Random,2,Random,3,Random,6,43,,,1,9,15,4,21,17
Random,1,Random,10,Random,3,Random,9,Random,8,70,3,5,4,9,13,10,13,18
Random,1,Random,10,Random,4,Random,3,Random,6,43,1,4,1,10,17,20,4,12
Random,4,Random,4,Random,6,Random,8,Random,10,114,3,5,4,7,6,14,9,15
Random,2,Random,4,Random,10,Random,5,Random,6,71,4,6,3,10,5,19,15,19
Random,1,Random,10,Random,2,Random,3,Random,3,75,1,4,1,8,16,11,10,4
Random,1,Random,10,Random,3,Random,5,Random,4,45,3,4,1,9,18,8,10,10
Random,2,Random,6,Random,10,Random,2,Random,7,71,4,4,2,11,11,14,6,13
Random,3,Random,2,Random,7,Random,10,Random,9,59,2,3,4,10,1,17,12,14
Random,3,Random,5,Random,2,Random,10,Random,3,64,3,5,3,7,8,9,18,11
Random,4,Random,7,Random,9,Random,2,Random,10,72,2,6,4,11,12,21,8,15
Random,4,Random,2,Random,5,Random,7,Random,10,60,4,4,3,9,4,11,18,13
Random,3,Random,4,Random,3,Random,10,Random,3,93,3,7,3,10,11,7,14,8
Random,2,Random,4,Random,10,Random,6,Random,6,101,2,3,2,8,6,9,16,12
Random,3,Random,6,Random,6,Random,10,Random,3,78,3,5,3,7,13,3,14,5
Random,1,Random,10,Random,3,Random,7,Random,3,95,3,6,1,11,14,13,14,5
Random,4,Random,6,Random,7,Random,7,Random,10,100,4,6,1,14,7,12,16,14
Random,1,Random,10,Random,5,Random,4,Random,6,73,1,6,3,10,22,15,11,14
Random,1,Random,10,Random,9,Random,6,Random,7,62,3,5,4,10,10,13,9,15
Random,3,Random,5,Random,5,Random,10,Random,3,41,3,3,3,6,16,20,14,12
Random,3,Random,9,Random,6,Random,10,Random,4,72,2,5,1,9,16,15,15,12
Random,4,Random,8,Random,2,Random,2,Random,10,99,4,5,1,9,15,4,5,16
Random,2,Random,4,Random,10,Random,3,Random,6,56,4,5,2,7,11,12,13,14
Random,2,Random,4,Random,10,Random,7,Random,4,75,2,6,3,11,16,11,10,9
Random,2,Random,7,Random,10,Random,4,Random,2,75,2,3,2,9,16,20,12,8
Random,2,Random,3,Random,10,Random,3,Random,3,68,2,7,2,12,14,16,4,9
Random,4,Random,6,Random,5,Random,3,Random,10,36,1,4,2,10,19,19,11,19
Random,3,Random,5,Random,4,Random,10,Random,4,87,2,5,3,6,8,13,16,13
Random,1,Random,11,Random,5,Random,8,Random,2,54,3,6,1,8,21,15,19,8
Random,4,Random,2,Random,2,Random,2,Random,10,46,,,4,11,1,14,13,14
Random,2,Random,4,Random,10,Random,4,Random,3,71,2,5,2,8,6,12,5,17
Random,2,Random,5,Random,10,Random,3,Random,5,71,4,3,2,11,16,13,4,16
Random,3,Random,2,Random,5,Random,10,Random,3,51,3,6,3,8,9,21,16,10
Random,3,Random,6,Random,7,Random,10,Random,4,65,2,4,3,11,13,14,11,13
Random,1,Random,11,Random,5,Random,6,Random,6,54,1,4,1,11,11,10,15,13
Random,3,Random,3,Random,8,Random,10,Random,5,140,2,6,3,10,3,12,10,7
Random,3,Random,2,Random,2,Random,10,Random,2,39,,,3,9,15,5,22,7
Random,4,Random,7,Random,2,Random,7,Random,10,72,4,3,3,9,13,5,9,13
Random,1,Random,10,Random,5,Random,6,Random,2,64,1,4,2,10,14,8,18,3
Random,4,Random,9,Random,6,Random,8,Random,10,64,4,6,1,8,16,19,15,14
Random,3,Random,7,Random,5,Random,10,Random,5,70,1,3,2,11,12,13,12,15
Random,4,Random,2,Random,6,Random,3,Random,10,69,2,6,4,8,7,14,4,13
Random,2,Random,7,Random,10,Random,3,Random,5,88,2,5,2,6,14,15,5,9
Random,2,Random,3,Random,10,Random,4,Random,4,49,3,3,2,10,3,13,17,19
Random,4,Random,4,Random,9,Random,3,Random,10,77,4,4,2,6,13,12,5,15
Random,4,Random,8,Random,3,Random,2,Random,10,53,1,4,4,7,20,10,12,19
Random,3,Random,6,Random,9,Random,10,Random,6,78,3,8,1,10,12,8,19,10
Random,3,Random,6,Random,3,Random,10,Random,9,88,3,4,4,10,9,9,17,13
Random,4,Random,5,Random,9,Random,4,Random,10,101,2,6,3,10,10,14,3,15
Random,4,Random,4,Random,2,Random,2,Random,10,67,4,3,4,9,12,5,4,12
Random,4,Random,4,Random,3,Random,5,Random,10,62,4,4,4,9,13,15,15,13
Random,4,Random,6,Random,8,Random,2,Random,10,77,4,5,2,12,15,16,10,15
Random,2,Random,5,Random,10,Random,2,Random,2,41,1,4,2,6,11,22,1,12
Random,2,Random,2,Random,10,Random,5,Random,3,88,2,5,2,9,5,17,13,7
Random,2,Random,7,Random,10,Random,7,Random,8,114,2,5,4,8,11,14,12,12
Random,1,Random,10,Random,4,Random,5,Random,7,97,4,5,2,10,15,6,12,13
Random,3,Random,7,Random,5,Random,10,Random,5,89,3,5,1,8,11,9,16,15
Random,2,Random,3,Random,10,Random,9,Random,2,58,2,5,2,12,12,6,13,14
Random,1,Random,11,Random,5,Random,4,Random,4,64,1,4,1,12,17,13,9,12
Random,2,Random,7,Random,10,Random,4,Random,5,49,1,8,2,8,12,22,15,11
Random,4,Random,7,Random,7,Random,5,Random,10,83,3,6,4,11,22,18,11,10
Random,4,Random,5,Random,3,Random,9,Random,10,69,4,7,3,7,10,12,16,17
Random,4,Random,2,Random,9,Random,3,Random,10,72,2,5,2,10,6,15,14,15
Random,1,Random,10,Random,8,Random,7,Random,4,95,3,6,1,11,9,13,13,8
Random,1,Random,11,Random,2,Random,2,Random,2,41,1,3,1,11,21,12,18,5
Random,2,Random,6,Random,10,Random,2,Random,5,45,2,5,2,5,13,17,7,16
Random,1,Random,10,Random,2,Random,7,Random,5,69,1,5,3,9,21,11,13,16
Random,1,Random,10,Random,6,Random,6,Random,7,102,1,9,4,13,17,8,14,8
Random,4,Random,3,Random,2,Random,5,Random,10,66,4,4,3,11,13,11,11,15
Random,2,Random,6,Random,10,Random,6,Random,7,70,1,4,3,10,11,17,8,17
Random,3,Random,7,Random,4,Random,10,Random,4,73,3,6,3,10,10,15,13,11
Random,3,Random,3,Random,2,Random,10,Random,3,45,3,3,3,11,17,7,20,8
Random,2,Random,8,Random,10,Random,3,Random,5,75,1,5,1,13,17,13,4,10
Random,3,Random,5,Random,2,Random,11,Random,9,69,3,7,3,9,13,12,12,19
Random,4,Random,5,Random,9,Random,3,Random,10,60,4,6,2,8,12,20,10,17
Random,4,Random,8,Random,2,Random,7,Random,10,82,4,5,1,8,15,4,17,12
Random,1,Random,10,Random,2,Random,3,Random,3,54,1,3,1,9,15,8,21,6
Random,2,Random,9,Random,10,Random,5,Random,8,72,2,7,1,8,14,18,6,14
Random,2,Random,9,Random,10,Random,5,Random,5,109,1,7,2,11,14,15,7,13
Random,2,Random,4,Random,10,Random,4,Random,3,92,2,4,2,10,10,21,13,6
Random,4,Random,3,Random,2,Random,3,Random,10,42,4,6,4,9,14,10,16,20
Random,3,Random,2,Random,6,Random,10,Random,6,83,3,7,3,11,4,12,12,17
Random,1,Random,10,Random,3,Random,2,Random,3,48,1,4,1,7,15,8,11,14
Random,4,Random,4,Random,7,Random,6,Random,10,50,3,4,4,8,15,8,13,10
Random,3,Random,3,Random,3,Random,10,Random,5,32,,,3,5,11,13,22,17
Random,2,Random,3,Random,10,Random,2,Random,8,44,2,3,4,8,10,19,9,15
Random,4,Random,3,Random,3,Random,3,Random,10,48,4,4,4,6,7,10,11,17
Random,1,Random,11,Random,2,Random,4,Random,2,36,1,3,1,8,15,14,9,8
Random,2,Random,8,Random,10,Random,3,Random,9,108,1,6,4,10,12,18,9,12
Random,1,Random,10,Random,6,Random,6,Random,8,126,1,5,4,12,11,9,8,12
Random,2,Random,2,Random,10,Random,2,Random,3,21,2,5,2,6,9,18,9,16
Random,3,Random,3,Random,3,Random,10,Random,3,68,3,4,3,6,5,6,20,9
Random,2,Random,5,Random,10,Random,4,Random,6,104,2,7,2,7,13,15,7,5
Random,3,Random,2,Random,9,Random,10,Random,7,102,2,6,4,7,15,17,18,9
Random,1,Random,10,Random,6,Random,5,Random,9,100,2,6,1,10,12,6,11,20
Random,3,Random,2,Random,7,Random,10,Random,7,69,4,3,3,8,8,16,17,7
Random,4,Random,6,Random,7,Random,6,Random,10,57,2,5,4,9,14,16,19,16
Random,3,Random,5,Random,2,Random,10,Random,4,51,1,3,3,9,21,13,12,8
Random,4,Random,6,Random,3,Random,4,Random,10,60,4,5,1,10,9,16,12,18
Random,2,Random,3,Random,10,Random,4,Random,4,48,2,5,2,8,7,13,17,9
Random,3,Random,2,Random,4,Random,10,Random,3,50,,,2,7,9,12,17,11
Random,3,Random,2,Random,8,Random,10,Random,5,74,4,5,3,11,9,21,14,8
Random,2,Random,6,Random,10,Random,5,Random,9,92,4,6,1,9,9,13,6,17
Random,3,Random,3,Random,3,Random,10,Random,4,67,3,5,4,9,9,5,20,18
Random,1,Random,10,Random,2,Random,3,Random,7,86,4,5,1,8,8,9,11,12
Random,4,Random,5,Random,4,Random,2,Random,10,68,4,6,4,8,19,15,15,16
Random,3,Random,7,Random,9,Random,10,Random,9,140,2,5,3,10,6,13,4,13
Random,2,Random,3,Random,10,Random,2,Random,5,76,2,3,2,10,6,14,5,10
Random,2,Random,3,Random,10,Random,3,Random,3,51,2,3,2,8,14,17,11,10
Random,1,Random,10,Random,2,Random,4,Random,6,81,1,4,4,9,12,4,6,13
Random,1,Random,10,Random,4,Random,2,Random,3,35,2,3,1,10,22,14,5,7
Random,1,Random,10,Random,3,Random,4,Random,3,42,1,6,3,11,22,11,8,10
Random,4,Random,9,Random,8,Random,4,Random,10,89,2,5,1,12,18,13,16,13
Random,1,Random,10,Random,3,Random,6,Random,8,45,4,4,1,11,16,16,20,12
Random,2,Random,2,Random,10,Random,3,Random,9,59,2,5,4,8,5,17,12,21
Random,4,Random,2,Random,4,Random,7,Random,10,65,3,6,4,8,9,13,17,13
Random,2,Random,6,Random,10,Random,5,Random,4,53,1,4,3,11,11,20,18,19
Random,3,Random,8,Random,5,Random,11,Random,4,103,3,5,1,9,9,11,11,9
Random,1,Random,10,Random,3,Random,2,Random,6,102,4,6,1,10,19,4,3,7
Random,1,Random,10,Random,5,Random,6,Random,7,92,1,5,3,11,14,9,5,20
Random,3,Random,3,Random,2,Random,10,Random,7,67,4,5,3,11,9,12,16,9
Random,2,Random,4,Random,10,Random,2,Random,5,84,2,8,2,7,12,15,13,13
Random,3,Random,3,Random,5,Random,10,Random,5,40,2,3,3,8,7,9,21,15
Random,3,Random,4,Random,2,Random,10,Random,3,52,3,8,1,6,9,13,15,17
Random,2,Random,2,Random,10,Random,7,Random,2,53,2,6,3,8,11,16,9,7
Random,3,Random,8,Random,4,Random,10,Random,5,62,1,6,4,8,17,12,16,12
Random,3,Random,3,Random,9,Random,10,Random,3,81,3,5,2,8,9,10,14,6
Random,1,Random,10,Random,4,Random,7,Random,6,74,4,6,1,11,12,8,11,15
Random,1,Random,10,Random,4,Random,5,Random,6,85,4,5,1,12,12,12,10,14
Random,1,Random,10,Random,5,Random,4,Random,9,136,4,5,1,8,17,5,6,13
Random,4,Random,7,Random,2,Random,5,Random,10,70,4,5,1,9,15,10,18,14
Random,2,Random,5,Random,10,Random,7,Random,2,91,2,3,3,10,14,20,8,6
Random,1,Random,10,Random,3,Random,8,Random,7,123,1,5,4,12,14,6,11,9
Random,1,Random,10,Random,8,Random,6,Random,9,105,2,7,3,11,6,21,13,17
Random,2,Random,3,Random,10,Random,4,Random,4,55,4,4,2,6,4,22,8,8
Random,3,Random,4,Random,3,Random,10,Random,5,41,3,5,1,7,14,6,22,19
Random,2,Random,9,Random,10,Random,7,Random,9,111,3,4,4,9,19,6,10,9
Random,2,Random,2,Random,10,Random,5,Random,3,68,2,6,2,7,6,18,8,15
Random,1,Random,10,Random,5,Random,7,Random,4,70,1,6,3,10,18,11,8,3
Random,1,Random,10,Random,5,Random,2,Random,2,36,,,1,11,16,13,16,12
Random,3,Random,5,Random,7,Random,10,Random,3,60,3,5,2,10,15,17,18,4
Random,4,Random,2,Random,3,Random,9,Random,10,79,4,5,4,11,4,5,20,11
Random,2,Random,5,Random,10,Random,3,Random,4,64,2,5,2,10,6,19,17,14
Random,2,Random,7,Random,10,Random,5,Random,2,75,1,4,2,8,14,13,17,9
Random,3,Random,4,Random,5,Random,10,Random,6,58,3,6,2,7,12,13,14,14
Random,3,Random,5,Random,2,Random,10,Random,4,73,3,4,1,8,9,4,13,13
Random,4,Random,3,Random,2,Random,5,Random,11,75,4,4,3,8,18,3,9,17
Random,4,Random,3,Random,3,Random,4,Random,10,57,4,4,4,7,10,12,13,15
Random,1,Random,10,Random,7,Random,3,Random,2,57,2,4,1,6,16,14,10,2
Random,1,Random,10,Random,7,Random,3,Random,3,61,1,3,1,9,12,18,15,11
Random,3,Random,2,Random,4,Random,10,Random,7,75,4,4,3,10,6,13,11,20
Random,4,Random,4,Random,5,Random,4,Random,10,67,4,6,4,10,5,10,16,17
Random,3,Random,3,Random,9,Random,10,Random,6,76,3,4,4,10,11,18,16,14
Random,4,Random,3,Random,4,Random,8,Random,10,68,4,5,4,9,11,8,17,13
Random,2,Random,4,Random,10,Random,6,Random,5,54,,,2,8,14,18,16,11
Random,1,Random,10,Random,4,Random,9,Random,7,68,4,4,1,10,20,12,19,17
Random,2,Random,6,Random,10,Random,6,Random,2,66,2,6,1,8,13,15,20,5
Random,4,Random,3,Random,8,Random,4,Random,10,83,2,6,4,9,5,11,8,18
Random,3,Random,5,Random,4,Random,11,Random,3,46,3,3,3,7,12,15,13,4
Random,3,Random,2,Random,4,Random,10,Random,9,56,4,5,4,9,4,9,20,19
Random,3,Random,4,Random,5,Random,10,Random,9,50,1,3,4,12,13,10,21,14
Random,3,Random,3,Random,3,Random,10,Random,2,51,,,3,13,13,13,13,5
Random,1,Random,10,Random,7,Random,8,Random,7,111,2,6,1,10,21,10,11,12
Random,1,Random,10,Random,3,Random,2,Random,8,63,1,4,4,9,18,14,5,19
Random,3,Random,5,Random,4,Random,10,Random,2,48,3,3,3,10,21,12,24,12
Random,3,Random,4,Random,4,Random,10,Random,7,83,3,5,3,9,14,10,21,8
Random,2,Random,7,Random,10,Random,7,Random,2,86,3,6,2,12,10,15,14,3
Random,1,Random,10,Random,8,Random,2,Random,4,48,1,4,2,9,23,11,9,9
Random,3,Random,8,Random,4,Random,10,Random,7,89,4,5,1,8,14,8,16,17
Random,2,Random,6,Random,10,Random,8,Random,5,67,2,6,3,8,10,19,15,10
Random,4,Random,2,Random,2,Random,5,Random,10,124,4,3,4,11,4,8,12,15
Random,1,Random,10,Random,2,Random,6,Random,4,57,3,4,1,8,22,3,10,10
Random,2,Random,6,Random,10,Random,2,Random,5,66,2,3,2,10,12,21,8,15
Random,2,Random,8,Random,10,Random,2,Random,9,122,1,6,2,12,11,16,9,12
Random,2,Random,3,Random,10,Random,8,Random,2,52,2,7,3,10,18,19,19,6
Random,3,Random,6,Random,3,Random,10,Random,6,66,3,3,4,9,14,5,12,15
Random,3,Random,9,Random,6,Random,10,Random,6,101,3,5,1,10,13,6,16,12
Random,4,Random,9,Random,6,Random,7,Random,10,101,1,5,1,9,15,20,6,17
Random,2,Random,9,Random,10,Random,2,Random,3,59,1,5,1,10,15,20,6,20
Random,4,Random,3,Random,3,Random,4,Random,10,52,4,3,3,9,9,13,6,21
Random,2,Random,4,Random,10,Random,4,Random,7,71,4,4,2,5,10,22,9,12
Random,3,Random,7,Random,6,Random,10,Random,7,89,1,5,3,8,17,12,11,3
Random,4,Random,8,Random,2,Random,5,Random,10,73,1,6,3,9,11,6,12,20
Random,4,Random,4,Random,4,Random,5,Random,10,72,4,3,4,12,8,12,13,17
Random,2,Random,2,Random,10,Random,7,Random,2,37,2,3,2,9,11,21,15,10
Random,4,Random,2,Random,8,Random,8,Random,10,72,3,5,4,11,10,14,10,19
Random,3,Random,3,Random,8,Random,10,Random,2,60,3,6,2,7,25,13,19,12
Random,1,Random,10,Random,8,Random,9,Random,5,150,2,5,1,8,12,11,12,8
Random,3,Random,5,Random,4,Random,11,Random,7,96,4,5,3,9,13,10,14,23
Random,3,Random,5,Random,5,Random,10,Random,4,92,3,10,2,9,8,8,18,7
Random,1,Random,10,Random,3,Random,6,Random,2,50,3,6,1,11,17,9,22,7
Random,1,Random,10,Random,2,Random,4,Random,9,85,1,3,3,8,12,5,6,16
Random,3,Random,5,Random,8,Random,10,Random,5,62,2,7,3,9,14,16,17,16
Random,3,Random,9,Random,8,Random,10,Random,6,114,2,5,1,8,15,11,12,17
Random,2,Random,3,Random,10,Random,5,Random,2,54,2,5,2,11,10,16,19,7
Random,1,Random,10,Random,4,Random,6,Random,2,44,3,6,1,9,14,15,17,11
Random,1,Random,10,Random,5,Random,3,Random,7,85,1,5,2,10,13,11,10,9
Random,2,Random,5,Random,10,Random,7,Random,5,60,2,5,2,10,14,18,14,18
Random,1,Random,10,Random,7,Random,4,Random,9,74,4,6,1,10,18,15,7,15
Random,3,Random,2,Random,2,Random,10,Random,4,39,,,3,9,13,21,22,17
Random,3,Random,5,Random,4,Random,10,Random,7,66,3,4,3,8,11,14,21,15
Random,1,Random,10,Random,3,Random,6,Random,6,46,1,6,1,9,18,6,14,15
