Winner Type,Winner Num,First Player Type,First Player VP,Second Player Type,Second Player VP,Third Player Type,Third Player VP,Fourth Player Type,Fourth Player VP,Number Rounds,Largest Army Player,Largest Army Size,Longest Road Player,Longest Road Size,Num Initial Dots Player 1,Num Initial Dots Player 2,Num Initial Dots Player 3,Num Initial Dots Player 4,MCTS Num Ports,MCTS Num Cities,MCTS Num Settlements,MCTS Num Roads,MCTS Num Knights Played,MCTS Num YOP Played,MCTS Num Monopoly Played,MCTS Num Road Builder Played,MCTS Num VP Dev Cards,MCTS Num Devs Bought,MCTS Total Trades Accepted,MCTS Total Trades Proposed,MCTS Trades Proposed Successfully,Total Trades with Bank,Average Move per Turn,Average Number of Moves Considered by MCTS Algorithm,Average Number of Cycles Run by MCTS Algorithm per Decided Move
Random,2,Random,3,Random,10,Random,5,,,81,2,7,2,8,15,12,9
Random,2,Random,9,Random,10,Random,3,,,113,1,9,2,10,19,12,12
Random,1,Random,10,Random,9,Random,2,,,75,2,10,1,10,17,18,11
Random,3,Random,2,Random,3,Random,10,,,58,3,7,3,11,9,14,17
Random,1,Random,10,Random,3,Random,2,,,61,1,5,1,11,18,6,6
Random,2,Random,3,Random,10,Random,5,,,76,2,5,2,8,12,14,9
Random,2,Random,2,Random,10,Random,5,,,82,2,5,2,9,9,14,14
Random,1,Random,10,Random,7,Random,8,,,86,1,6,2,9,18,13,15
Random,2,Random,6,Random,10,Random,7,,,91,2,4,2,9,15,11,13
Random,3,Random,5,Random,4,Random,10,,,51,2,3,3,12,8,6,22
Random,3,Random,2,Random,4,Random,11,,,216,3,5,3,11,6,12,9
Random,1,Random,10,Random,6,Random,6,,,110,1,8,2,9,16,10,10
Random,2,Random,4,Random,10,Random,4,,,61,2,4,2,10,8,20,12
Random,1,Random,10,Random,4,Random,9,,,133,3,8,1,7,15,11,10
Random,3,Random,6,Random,2,Random,10,,,81,3,6,3,8,12,16,16
Random,1,Random,10,Random,4,Random,4,,,88,1,8,1,6,18,16,10
Random,1,Random,10,Random,2,Random,2,,,71,,,1,7,19,5,4
Random,2,Random,5,Random,10,Random,3,,,105,1,4,2,9,7,14,12
Random,2,Random,3,Random,10,Random,2,,,52,2,4,2,9,17,20,21
Random,3,Random,3,Random,7,Random,10,,,114,2,7,3,8,8,10,13
Random,2,Random,9,Random,10,Random,7,,,151,1,5,2,10,12,13,7
Random,1,Random,10,Random,4,Random,2,,,65,,,1,8,22,7,10
Random,3,Random,8,Random,7,Random,10,,,109,1,8,3,10,14,14,19
Random,1,Random,10,Random,6,Random,6,,,243,1,10,3,8,10,7,10
Random,3,Random,8,Random,8,Random,10,,,104,1,6,3,11,13,17,15
Random,3,Random,6,Random,5,Random,10,,,79,1,3,3,8,13,11,19
Random,2,Random,8,Random,10,Random,4,,,124,2,5,2,8,8,10,7
Random,2,Random,4,Random,10,Random,5,,,79,2,6,1,7,13,17,9
Random,2,Random,3,Random,10,Random,3,,,70,2,6,2,9,4,22,16
Random,3,Random,7,Random,6,Random,10,,,143,3,8,1,8,11,12,10
Random,1,Random,10,Random,5,Random,5,,,88,1,4,3,7,21,19,14
Random,3,Random,7,Random,6,Random,10,,,128,1,5,3,8,14,10,17
Random,2,Random,3,Random,10,Random,8,,,69,2,3,3,13,13,18,13
Random,3,Random,2,Random,3,Random,10,,,80,3,3,3,8,7,11,16
Random,1,Random,10,Random,3,Random,4,,,65,1,3,1,10,20,6,15
Random,3,Random,4,Random,2,Random,10,,,58,,,3,9,17,6,20
Random,2,Random,3,Random,10,Random,4,,,132,2,3,3,9,7,9,4
Random,2,Random,2,Random,10,Random,3,,,90,2,6,2,9,10,21,8
Random,1,Random,10,Random,4,Random,3,,,74,1,5,1,7,14,14,10
Random,3,Random,6,Random,9,Random,10,,,97,3,7,2,10,14,11,23
Random,2,Random,6,Random,10,Random,5,,,100,3,4,1,8,12,15,9
Random,2,Random,7,Random,10,Random,7,,,151,2,7,2,11,13,10,13
Random,1,Random,11,Random,7,Random,4,,,80,1,4,1,8,17,16,11
Random,2,Random,4,Random,10,Random,2,,,46,1,3,2,6,14,19,7
Random,2,Random,3,Random,10,Random,2,,,99,2,3,2,8,10,18,10
Random,2,Random,3,Random,10,Random,3,,,49,,,2,8,13,17,5
Random,1,Random,10,Random,5,Random,4,,,94,1,6,3,9,18,10,10
Random,3,Random,5,Random,9,Random,10,,,134,2,7,3,11,12,16,20
Random,3,Random,2,Random,5,Random,10,,,87,3,3,2,8,4,9,9
Random,2,Random,8,Random,10,Random,8,,,155,3,5,2,9,8,15,14
Random,2,Random,7,Random,10,Random,3,,,124,1,4,1,7,12,14,5
Random,3,Random,7,Random,6,Random,10,,,73,3,5,1,6,17,13,16
Random,3,Random,9,Random,7,Random,10,,,100,2,7,3,8,13,11,12
Random,2,Random,5,Random,10,Random,6,,,81,1,3,3,7,14,13,13
Random,1,Random,10,Random,8,Random,3,,,124,1,9,2,7,12,14,6
Random,1,Random,10,Random,4,Random,2,,,54,,,1,13,15,17,8
Random,3,Random,3,Random,2,Random,10,,,48,,,3,6,8,10,15
Random,1,Random,10,Random,4,Random,2,,,103,2,7,1,7,18,12,11
Random,1,Random,10,Random,2,Random,2,,,66,1,6,1,8,18,12,6
Random,1,Random,10,Random,2,Random,4,,,49,1,4,1,6,17,6,11
Random,2,Random,6,Random,10,Random,4,,,83,2,5,3,8,16,12,12
Random,3,Random,4,Random,9,Random,10,,,72,3,5,1,10,12,13,19
Random,1,Random,10,Random,8,Random,2,,,97,1,8,1,7,18,9,15
Random,2,Random,7,Random,10,Random,3,,,82,1,6,2,11,19,18,5
Random,1,Random,10,Random,5,Random,6,,,115,1,4,1,9,17,10,11
Random,1,Random,10,Random,3,Random,7,,,110,1,5,3,8,13,12,12
Random,2,Random,2,Random,10,Random,2,,,57,2,3,2,7,6,16,10
Random,3,Random,2,Random,3,Random,10,,,57,3,4,3,6,11,15,15
Random,1,Random,10,Random,9,Random,2,,,63,1,3,2,10,12,19,12
Random,1,Random,10,Random,7,Random,2,,,67,1,5,2,8,12,14,5
Random,2,Random,3,Random,10,Random,5,,,51,3,4,2,10,15,20,10
Random,2,Random,2,Random,10,Random,5,,,67,3,3,2,7,10,21,10
Random,2,Random,4,Random,10,Random,5,,,88,2,5,2,10,12,15,16
Random,2,Random,3,Random,10,Random,9,,,84,3,5,2,8,16,12,6
Random,1,Random,10,Random,5,Random,4,,,73,1,3,3,10,17,15,6
Random,3,Random,3,Random,8,Random,10,,,101,2,7,3,11,16,9,12
Random,3,Random,4,Random,4,Random,10,,,80,,,2,11,6,7,17
Random,2,Random,2,Random,10,Random,2,,,41,2,5,2,9,7,21,8
Random,1,Random,10,Random,2,Random,3,,,110,1,7,1,8,19,9,9
Random,1,Random,10,Random,6,Random,5,,,82,1,3,1,11,16,16,14
Random,2,Random,8,Random,10,Random,9,,,162,1,5,3,8,14,14,11
Random,3,Random,2,Random,4,Random,10,,,31,3,3,3,6,15,12,22
Random,3,Random,3,Random,5,Random,10,,,101,3,5,3,10,7,9,16
Random,3,Random,4,Random,6,Random,10,,,67,2,4,2,9,12,14,21
Random,1,Random,10,Random,3,Random,4,,,70,3,5,1,10,22,12,13
Random,3,Random,2,Random,5,Random,10,,,87,3,3,3,10,12,7,12
Random,2,Random,3,Random,10,Random,5,,,48,2,3,2,7,13,21,18
Random,3,Random,6,Random,8,Random,10,,,177,3,7,1,11,6,6,16
Random,3,Random,3,Random,2,Random,10,,,66,3,6,3,5,17,4,19
Random,2,Random,3,Random,11,Random,7,,,110,2,6,2,11,11,13,12
Random,1,Random,10,Random,9,Random,4,,,141,2,6,2,9,11,4,13
Random,1,Random,10,Random,6,Random,2,,,110,2,5,1,7,17,11,12
Random,3,Random,4,Random,2,Random,10,,,61,3,3,3,11,15,8,19
Random,3,Random,5,Random,2,Random,10,,,74,3,4,3,6,13,11,16
Random,2,Random,4,Random,10,Random,8,,,98,3,6,1,9,12,13,13
Random,2,Random,3,Random,10,Random,3,,,79,2,6,2,11,7,21,14
Random,3,Random,9,Random,9,Random,10,,,284,3,8,1,6,7,11,10
Random,1,Random,10,Random,6,Random,3,,,91,1,4,1,10,16,13,12
Random,1,Random,10,Random,2,Random,7,,,88,,,1,11,16,7,9
Random,1,Random,10,Random,5,Random,8,,,91,1,7,3,6,16,13,14
Random,2,Random,8,Random,10,Random,8,,,117,2,6,3,9,15,17,11
Random,3,Random,9,Random,7,Random,10,,,83,1,6,3,12,22,12,15
Random,2,Random,4,Random,11,Random,5,,,104,2,6,2,8,16,18,13
Random,3,Random,2,Random,7,Random,10,,,99,3,3,3,8,8,7,15
Random,2,Random,9,Random,10,Random,5,,,100,2,4,2,9,12,14,13
Random,2,Random,5,Random,10,Random,5,,,81,1,3,2,8,7,15,15
Random,3,Random,4,Random,4,Random,10,,,41,,,3,9,9,14,18
Random,3,Random,5,Random,5,Random,10,,,138,3,4,3,8,7,19,12
Random,2,Random,5,Random,10,Random,8,,,143,3,7,3,12,8,13,12
Random,1,Random,10,Random,9,Random,7,,,87,2,8,3,8,16,15,8
Random,3,Random,9,Random,4,Random,10,,,105,3,5,3,11,8,9,18
Random,1,Random,10,Random,2,Random,5,,,95,1,7,3,9,14,11,17
Random,1,Random,10,Random,7,Random,6,,,170,2,8,3,9,12,13,11
Random,3,Random,2,Random,6,Random,10,,,49,3,3,3,7,4,13,21
Random,3,Random,5,Random,2,Random,10,,,70,1,5,3,8,12,13,15
Random,1,Random,10,Random,8,Random,8,,,200,2,7,3,12,7,11,6
Random,2,Random,3,Random,10,Random,7,,,43,3,3,2,9,6,25,20
Random,3,Random,4,Random,2,Random,10,,,86,3,5,1,6,9,9,17
Random,2,Random,8,Random,10,Random,9,,,142,2,6,3,11,10,13,15
Random,2,Random,7,Random,10,Random,6,,,87,1,4,3,11,14,15,9
Random,2,Random,3,Random,10,Random,3,,,70,2,4,2,9,8,13,10
Random,1,Random,10,Random,8,Random,6,,,106,1,5,2,10,17,14,15
Random,2,Random,8,Random,10,Random,5,,,81,2,5,1,9,17,18,7
Random,3,Random,9,Random,7,Random,10,,,140,2,6,1,8,13,15,10
Random,1,Random,10,Random,4,Random,7,,,143,1,8,3,5,13,7,8
Random,1,Random,10,Random,6,Random,8,,,79,2,3,3,10,14,6,17
Random,3,Random,2,Random,4,Random,10,,,57,2,4,3,7,9,19,11
Random,1,Random,10,Random,5,Random,4,,,72,2,5,1,7,22,5,13
Random,2,Random,4,Random,10,Random,5,,,102,2,5,2,10,15,12,12
Random,3,Random,4,Random,8,Random,10,,,122,3,8,2,9,9,11,19
Random,1,Random,10,Random,3,Random,4,,,96,1,6,3,10,16,14,7
Random,2,Random,3,Random,10,Random,2,,,50,,,2,8,11,16,12
Random,3,Random,9,Random,2,Random,10,,,103,3,9,1,8,9,8,15
Random,3,Random,6,Random,6,Random,10,,,103,3,4,2,8,10,9,13
Random,2,Random,4,Random,10,Random,2,,,68,2,3,1,9,12,17,12
Random,1,Random,10,Random,4,Random,2,,,51,1,3,1,11,21,13,15
Random,3,Random,2,Random,5,Random,10,,,73,3,4,2,12,7,10,20
Random,1,Random,10,Random,3,Random,5,,,96,1,3,3,9,14,7,10
Random,3,Random,2,Random,3,Random,10,,,52,3,4,3,8,8,6,19
Random,1,Random,10,Random,4,Random,3,,,126,1,5,1,8,16,9,5
Random,1,Random,10,Random,8,Random,6,,,101,2,7,1,7,19,9,12
Random,3,Random,4,Random,5,Random,10,,,84,3,4,3,8,8,10,19
Random,2,Random,5,Random,10,Random,7,,,66,2,6,3,8,8,17,11
Random,2,Random,2,Random,10,Random,2,,,68,2,3,2,7,11,10,10
Random,1,Random,10,Random,5,Random,3,,,57,,,1,7,14,16,9
Random,3,Random,4,Random,5,Random,10,,,60,3,5,2,9,16,5,15
Random,1,Random,10,Random,7,Random,3,,,110,1,9,2,9,16,11,5
Random,2,Random,4,Random,10,Random,5,,,200,1,6,2,9,10,12,11
Random,3,Random,3,Random,7,Random,10,,,96,3,7,3,9,7,13,13
Random,2,Random,3,Random,10,Random,7,,,60,3,3,2,6,10,19,16
Random,1,Random,10,Random,2,Random,4,,,66,1,3,1,9,20,7,13
Random,3,Random,2,Random,5,Random,11,,,99,3,3,3,8,5,8,24
Random,1,Random,10,Random,6,Random,9,,,170,3,5,1,11,13,6,18
Random,1,Random,10,Random,6,Random,2,,,109,1,5,1,10,15,17,6
Random,3,Random,3,Random,4,Random,10,,,68,3,3,3,8,3,13,18
Random,3,Random,2,Random,5,Random,11,,,64,3,5,3,9,13,8,22
Random,3,Random,6,Random,4,Random,10,,,175,3,6,2,10,17,14,23
Random,1,Random,10,Random,2,Random,5,,,40,3,3,1,8,19,15,11
Random,2,Random,7,Random,10,Random,7,,,165,2,7,1,12,4,16,10
Random,1,Random,10,Random,2,Random,2,,,66,1,5,1,7,13,13,11
Random,1,Random,10,Random,6,Random,3,,,95,1,6,1,10,16,16,13
Random,2,Random,5,Random,10,Random,3,,,71,2,3,2,9,10,12,18
Random,3,Random,9,Random,5,Random,10,,,141,1,6,1,12,11,10,9
Random,3,Random,7,Random,4,Random,11,,,75,3,4,3,11,9,7,27
Random,2,Random,9,Random,10,Random,4,,,147,1,5,2,6,11,10,10
Random,1,Random,10,Random,7,Random,2,,,89,1,4,1,8,17,12,8
Random,1,Random,10,Random,5,Random,6,,,60,2,5,1,11,17,14,15
Random,3,Random,8,Random,4,Random,10,,,97,1,5,3,11,11,8,17
Random,3,Random,2,Random,3,Random,10,,,53,3,3,3,12,18,10,20
Random,2,Random,6,Random,11,Random,6,,,73,2,3,2,8,15,13,8
Random,2,Random,5,Random,10,Random,8,,,80,2,6,3,11,10,19,14
Random,2,Random,3,Random,10,Random,8,,,164,2,10,2,9,5,14,13
Random,3,Random,2,Random,6,Random,10,,,75,,,3,7,5,12,10
Random,2,Random,4,Random,10,Random,5,,,130,2,10,2,7,10,18,6
Random,2,Random,8,Random,10,Random,7,,,75,2,3,1,8,14,8,12
Random,3,Random,5,Random,5,Random,11,,,123,,,3,7,9,6,9
Random,2,Random,4,Random,10,Random,2,,,57,,,1,9,18,17,8
Random,3,Random,7,Random,2,Random,10,,,85,3,4,1,9,8,12,16
Random,2,Random,6,Random,10,Random,4,,,92,1,9,2,13,17,15,14
Random,1,Random,10,Random,5,Random,4,,,93,1,8,3,10,14,14,10
Random,1,Random,10,Random,4,Random,6,,,112,1,4,3,11,12,10,10
Random,1,Random,10,Random,6,Random,8,,,101,1,9,1,12,19,13,17
Random,1,Random,10,Random,8,Random,6,,,132,1,7,1,8,16,15,12
Random,1,Random,10,Random,3,Random,2,,,53,1,3,1,10,25,11,6
Random,1,Random,10,Random,3,Random,8,,,58,,,1,9,16,13,15
Random,2,Random,5,Random,10,Random,3,,,139,2,6,2,9,11,14,6
Random,1,Random,10,Random,2,Random,4,,,97,1,4,1,8,17,5,7
Random,3,Random,6,Random,4,Random,10,,,196,3,4,3,8,1,7,7
Random,2,Random,4,Random,10,Random,2,,,102,1,3,2,9,9,14,2
Random,3,Random,3,Random,6,Random,10,,,76,3,3,2,7,14,12,20
Random,3,Random,2,Random,7,Random,10,,,98,2,5,3,9,8,12,15
Random,1,Random,10,Random,4,Random,7,,,147,3,5,3,12,10,10,14
Random,3,Random,9,Random,7,Random,10,,,139,3,7,1,13,8,8,13
Random,3,Random,5,Random,3,Random,10,,,77,3,3,1,7,12,17,19
Random,1,Random,10,Random,3,Random,5,,,89,1,4,1,9,15,7,15
Random,1,Random,10,Random,4,Random,9,,,88,3,5,3,10,20,11,15
Random,1,Random,10,Random,3,Random,4,,,50,,,1,8,21,10,13
Random,3,Random,5,Random,3,Random,10,,,77,3,9,3,11,18,11,19
Random,3,Random,7,Random,9,Random,10,,,112,3,9,2,8,10,16,18
Random,3,Random,5,Random,8,Random,10,,,104,2,7,3,13,8,14,15
Random,1,Random,10,Random,8,Random,7,,,101,1,7,2,9,13,16,12
Random,3,Random,6,Random,2,Random,10,,,49,,,1,9,12,9,17
Random,2,Random,4,Random,10,Random,4,,,64,2,6,1,6,6,16,19
Random,3,Random,8,Random,2,Random,10,,,62,1,5,1,9,15,7,24
Random,3,Random,8,Random,2,Random,10,,,155,1,3,1,9,7,2,8
Random,1,Random,10,Random,6,Random,6,,,106,1,5,1,7,11,14,11
Random,1,Random,10,Random,5,Random,3,,,87,,,2,11,10,12,2
Random,2,Random,3,Random,10,Random,9,,,94,2,4,2,9,14,14,19
Random,1,Random,10,Random,3,Random,2,,,71,1,3,1,11,21,9,7
Random,1,Random,10,Random,8,Random,5,,,115,2,7,3,9,9,18,10
Random,1,Random,11,Random,2,Random,3,,,121,1,9,1,9,14,4,9
Random,2,Random,3,Random,10,Random,2,,,91,,,2,12,12,22,8
Random,3,Random,8,Random,4,Random,10,,,235,1,5,3,8,15,8,10
Random,2,Random,8,Random,10,Random,2,,,75,2,3,2,11,18,13,6
Random,3,Random,5,Random,7,Random,10,,,82,1,5,3,9,11,13,9
Random,2,Random,7,Random,10,Random,3,,,66,2,5,2,8,17,18,16
Random,3,Random,7,Random,5,Random,10,,,87,1,6,3,9,22,10,16
Random,1,Random,10,Random,8,Random,4,,,120,1,8,2,9,12,20,7
Random,3,Random,7,Random,8,Random,10,,,189,3,7,1,11,9,9,11
Random,2,Random,8,Random,10,Random,4,,,104,1,3,1,12,11,14,11
Random,2,Random,8,Random,10,Random,6,,,171,1,6,2,10,10,12,7
Random,2,Random,4,Random,10,Random,9,,,116,3,7,2,8,16,14,10
Random,1,Random,10,Random,5,Random,2,,,45,1,5,1,8,19,19,6
Random,2,Random,6,Random,10,Random,6,,,147,2,8,1,9,8,11,11
Random,1,Random,10,Random,7,Random,9,,,115,3,3,3,9,8,14,12
Random,3,Random,9,Random,9,Random,10,,,152,1,7,2,12,16,9,12
Random,3,Random,3,Random,2,Random,10,,,33,,,3,5,15,8,24
Random,2,Random,8,Random,10,Random,6,,,82,2,4,1,6,12,15,9
Random,2,Random,7,Random,10,Random,9,,,117,2,7,3,10,12,15,14
Random,1,Random,10,Random,5,Random,9,,,147,1,6,3,11,11,13,19
Random,1,Random,10,Random,8,Random,8,,,102,3,7,1,10,19,15,21
Random,1,Random,11,Random,4,Random,4,,,54,1,3,1,9,18,11,14
Random,3,Random,5,Random,4,Random,10,,,78,3,5,1,7,17,11,16
Random,3,Random,2,Random,7,Random,10,,,112,3,5,2,8,6,13,16
Random,2,Random,6,Random,10,Random,5,,,94,2,7,1,13,12,17,7
Random,2,Random,2,Random,10,Random,5,,,43,2,3,3,7,9,25,11
Random,2,Random,2,Random,10,Random,7,,,141,2,8,2,10,9,20,11
Random,3,Random,5,Random,4,Random,10,,,63,1,3,3,9,13,6,20
Random,3,Random,3,Random,9,Random,10,,,113,2,7,2,10,10,17,18
Random,3,Random,3,Random,6,Random,10,,,86,2,7,3,9,7,15,17
Random,3,Random,2,Random,5,Random,10,,,78,2,4,3,10,13,8,14
Random,3,Random,5,Random,3,Random,10,,,50,1,4,3,9,21,10,14
Random,1,Random,10,Random,4,Random,2,,,65,1,6,1,11,19,4,9
Random,1,Random,10,Random,9,Random,6,,,93,2,7,1,9,15,24,18
Random,2,Random,6,Random,10,Random,3,,,43,1,3,2,6,11,23,15
Random,1,Random,10,Random,4,Random,5,,,54,1,3,1,9,15,12,21
Random,1,Random,10,Random,2,Random,7,,,67,1,3,1,9,20,7,16
Random,3,Random,3,Random,9,Random,10,,,77,,,2,10,13,17,19
Random,1,Random,10,Random,3,Random,6,,,57,1,4,1,11,15,9,9
Random,1,Random,10,Random,5,Random,3,,,94,1,8,2,7,17,13,7
Random,1,Random,10,Random,5,Random,6,,,118,1,5,2,10,9,9,15
Random,3,Random,4,Random,7,Random,10,,,123,2,8,3,11,9,15,17
Random,2,Random,5,Random,10,Random,6,,,86,1,3,2,8,5,16,12
Random,2,Random,8,Random,10,Random,6,,,77,2,5,1,9,18,16,11
Random,1,Random,10,Random,2,Random,6,,,76,1,3,1,7,12,6,14
Random,1,Random,10,Random,5,Random,4,,,82,1,4,1,11,14,16,7
Random,2,Random,3,Random,10,Random,9,,,85,2,4,2,10,13,13,12
Random,3,Random,6,Random,8,Random,10,,,120,2,6,3,10,10,14,10
Random,2,Random,6,Random,10,Random,5,,,100,2,5,1,9,10,17,15
Random,3,Random,6,Random,8,Random,10,,,126,1,6,2,10,10,8,9
Random,3,Random,2,Random,4,Random,10,,,48,3,4,2,7,11,13,20
Random,2,Random,2,Random,10,Random,4,,,56,2,6,2,6,8,21,17
Random,1,Random,10,Random,6,Random,7,,,144,2,8,1,11,15,12,16
Random,1,Random,10,Random,2,Random,5,,,80,1,3,1,11,15,10,13
Random,2,Random,8,Random,10,Random,5,,,89,2,4,1,9,14,19,12
Random,2,Random,8,Random,10,Random,4,,,71,,,1,8,21,20,16
Random,1,Random,10,Random,2,Random,6,,,70,1,5,1,10,15,7,10
Random,3,Random,3,Random,3,Random,10,,,53,3,3,3,8,16,10,18
Random,1,Random,10,Random,4,Random,2,,,50,1,3,1,6,18,17,14
Random,1,Random,10,Random,6,Random,9,,,125,3,7,1,10,8,15,14
Random,1,Random,10,Random,4,Random,5,,,64,3,4,1,6,19,16,17
Random,3,Random,8,Random,9,Random,10,,,53,1,4,3,11,19,17,19
Random,3,Random,3,Random,2,Random,10,,,62,,,3,10,11,7,15
Random,3,Random,2,Random,7,Random,10,,,89,2,6,3,6,10,14,15
Random,3,Random,3,Random,3,Random,10,,,66,3,4,3,7,5,12,18
Random,1,Random,10,Random,5,Random,8,,,109,3,3,3,8,8,12,15
Random,1,Random,10,Random,5,Random,3,,,64,1,4,1,8,10,19,16
Random,3,Random,4,Random,7,Random,10,,,122,1,6,3,8,14,11,15
Random,1,Random,11,Random,7,Random,3,,,67,1,3,2,7,22,13,5
Random,1,Random,10,Random,4,Random,5,,,79,3,4,1,6,18,12,17
Random,2,Random,7,Random,10,Random,8,,,109,2,8,2,7,16,10,17
Random,3,Random,7,Random,4,Random,10,,,111,1,6,1,8,11,8,11
Random,1,Random,10,Random,2,Random,2,,,82,,,1,9,20,19,11
Random,2,Random,3,Random,10,Random,2,,,62,2,4,2,8,8,19,4
Random,2,Random,5,Random,10,Random,8,,,126,1,4,2,10,8,10,15
Random,2,Random,3,Random,10,Random,4,,,54,2,5,2,6,11,18,18
Random,2,Random,4,Random,11,Random,5,,,54,2,3,3,7,8,22,14
Random,2,Random,3,Random,10,Random,4,,,78,2,5,2,9,15,17,12
Random,2,Random,8,Random,10,Random,6,,,103,2,6,1,12,24,13,15
Random,1,Random,10,Random,6,Random,5,,,75,2,5,1,8,19,19,16
Random,2,Random,4,Random,10,Random,3,,,69,2,4,2,6,15,15,15
Random,2,Random,3,Random,10,Random,2,,,55,2,3,2,7,16,22,12
Random,2,Random,4,Random,10,Random,3,,,88,2,5,2,7,13,13,5
Random,2,Random,5,Random,10,Random,3,,,65,,,2,10,9,18,10
Random,2,Random,6,Random,10,Random,4,,,80,3,3,1,9,14,14,7
Random,1,Random,10,Random,3,Random,7,,,58,1,5,1,6,11,14,22
Random,2,Random,4,Random,10,Random,8,,,165,3,6,1,10,6,8,15
Random,2,Random,4,Random,10,Random,4,,,84,2,3,2,11,7,14,10
Random,1,Random,10,Random,4,Random,7,,,132,1,8,3,9,18,12,10
Random,2,Random,7,Random,11,Random,2,,,41,2,3,2,10,23,17,14
Random,3,Random,2,Random,5,Random,10,,,91,3,4,2,10,5,4,16
Random,2,Random,6,Random,10,Random,4,,,136,2,4,3,11,11,16,9
Random,1,Random,11,Random,4,Random,7,,,79,1,4,1,7,11,7,13
Random,3,Random,6,Random,5,Random,10,,,111,2,5,3,8,16,6,13
Random,2,Random,7,Random,10,Random,3,,,78,,,1,9,11,13,5
Random,2,Random,5,Random,10,Random,3,,,74,2,6,2,5,7,14,10
Random,2,Random,8,Random,10,Random,7,,,124,1,8,1,11,12,8,15
Random,1,Random,10,Random,7,Random,2,,,70,2,3,1,7,21,12,14
Random,1,Random,10,Random,2,Random,7,,,96,3,6,1,8,10,8,20
Random,3,Random,2,Random,2,Random,10,,,61,3,4,3,10,9,18,17
Random,1,Random,10,Random,6,Random,5,,,58,3,3,2,11,17,14,14
Random,1,Random,10,Random,4,Random,2,,,62,,,1,9,19,13,6
Random,2,Random,3,Random,10,Random,9,,,71,3,6,2,8,9,15,20
Random,2,Random,4,Random,10,Random,8,,,108,2,5,2,10,10,11,15
Random,1,Random,10,Random,4,Random,4,,,67,1,3,2,9,16,8,15
Random,3,Random,8,Random,6,Random,10,,,93,3,7,2,11,17,9,14
Random,3,Random,2,Random,7,Random,11,,,98,3,5,2,11,4,11,20
Random,3,Random,5,Random,7,Random,10,,,105,2,5,3,6,14,10,14
Random,2,Random,5,Random,10,Random,4,,,83,2,5,1,9,12,13,8
Random,2,Random,4,Random,10,Random,4,,,102,3,4,2,10,13,20,14
Random,2,Random,8,Random,10,Random,2,,,81,1,3,2,9,15,14,9
Random,2,Random,4,Random,10,Random,5,,,93,2,6,2,5,5,14,6
Random,2,Random,6,Random,10,Random,5,,,58,2,3,3,8,16,26,20
Random,2,Random,3,Random,10,Random,9,,,104,2,6,2,8,10,15,16
Random,3,Random,4,Random,4,Random,10,,,96,3,4,3,7,8,9,13
Random,1,Random,10,Random,6,Random,5,,,92,3,6,1,11,13,19,16
Random,3,Random,6,Random,3,Random,10,,,96,3,3,1,11,12,9,12
